alpha,attack,coeff_row,coeff_col,mean_abs_change,std_abs_change,median_abs_change,mean_rel_change
0.1,jpeg_q50,7,6,4.911342529278395,4.640162678572796,3.216901611657856,3.6372133810630913
0.1,jpeg_q50,7,7,4.68917788355086,4.41915243808745,3.1438360343053127,5.763343206257067
0.2,real_esrgan,0,0,53.17896261474608,35.064233189959346,45.28371875000016,0.03896099784132558
0.2,real_esrgan,0,1,11.048167911537792,10.335400869069375,7.7199563183212305,1.5463163343326416
0.2,real_esrgan,0,2,8.465632994890425,8.282722837651136,5.918885875366458,1.7079240536957068
0.2,real_esrgan,0,3,7.061526573511905,7.45316006449553,4.6080382981165915,1.777364301614196
0.2,real_esrgan,0,4,6.219238507080079,6.881367593024394,3.880187500000072,2.604048466178637
0.2,real_esrgan,0,5,5.476434428330753,6.557651475503658,3.277200792282369,1.7276090512065843
0.2,real_esrgan,0,6,5.033394812978515,6.235757875495563,2.8732418860918214,3.8124767274490314
0.2,real_esrgan,0,7,4.798835082116522,5.965658912300728,2.8051124315110965,2.227836640139257
0.2,real_esrgan,1,0,11.876511472717896,11.418403398642813,8.314813173031158,1.3376882255061857
0.2,real_esrgan,1,1,8.050916045069862,7.352641055145735,5.724569439854239,2.558278444669411
0.2,real_esrgan,1,2,6.780199783529184,6.230414518977824,4.830828424673883,2.191908440786088
0.2,real_esrgan,1,3,5.840547974057265,5.576301177238585,4.1963537980671575,2.0333856838815385
0.2,real_esrgan,1,4,11.083999586373828,7.473572252502516,10.281880996605892,1.5096984331071754
0.2,real_esrgan,1,5,4.652466992429872,4.71181175950003,3.0194117407649803,1.9574841563853547
0.2,real_esrgan,1,6,4.284200173944424,4.458156821238336,2.797949535630257,2.1103249231022105
0.2,real_esrgan,1,7,4.025424921984864,4.37408856091747,2.5432265126570686,3.7512581704163743
0.2,real_esrgan,2,0,8.801973617614367,8.893010690571906,6.264840948858513,4.351118115875449
0.2,real_esrgan,2,1,6.913983493924328,6.454703144443507,5.116721556211053,3.9763978595989453
0.2,real_esrgan,2,2,6.025124814695866,5.653794099985259,4.24980989795322,1.643434478577218
0.2,real_esrgan,2,3,5.269877944619538,4.986371280567781,3.653366214481525,2.5946418772905866
0.2,real_esrgan,2,4,4.781092678249344,4.611441341660524,3.1241333584987627,22.219214411541586
0.2,real_esrgan,2,5,4.306344053092769,4.229107349909944,2.7433434714690046,2.3257545529422394
0.2,real_esrgan,2,6,3.9536796027146015,4.012390276277533,2.456882438394113,3.0878289495226108
0.2,real_esrgan,2,7,3.8247003224757923,3.9409862514422116,2.3959665020629846,2.5857706517103667
0.2,real_esrgan,3,0,7.418632306505794,8.056043878464456,5.000639604682653,2.0141803082687932
0.2,real_esrgan,3,1,6.134419906950041,5.944496382501006,4.469615383122219,1.647806415515675
0.2,real_esrgan,3,2,5.381891768439459,5.146198860854643,3.7609329642347307,1.536278558050322
0.2,real_esrgan,3,3,4.8665841756153885,4.648559571568227,3.2309300496585274,1.6708766028240725
0.2,real_esrgan,3,4,4.481720524616439,4.363037863056443,2.883140460978309,3.347798516989784
0.2,real_esrgan,3,5,4.042233052641814,4.013093476800641,2.5780528593609677,2.6680115204120107
0.2,real_esrgan,3,6,3.7862867368462196,3.7765497607598957,2.415975382444572,3.624814562173571
0.2,real_esrgan,3,7,3.601881382423822,3.7328539544935393,2.274954537720853,3.4767459246950363
0.2,real_esrgan,4,0,6.638343452148434,7.505994597486847,4.4529062500000425,2.27224138585345
0.2,real_esrgan,4,1,10.81485548623425,7.512394347943956,9.386752518487363,2.1146964315214634
0.2,real_esrgan,4,2,4.9654417617662405,4.828188309042968,3.3961633062448797,2.75766603401859
0.2,real_esrgan,4,3,4.562046242633638,4.420059481224011,2.9754707200619332,2.438746273078213
0.2,real_esrgan,4,4,4.194835336914061,4.115767685119963,2.6607343749999957,5.370646000186691
0.2,real_esrgan,4,5,3.9193389120094855,3.8955767795132332,2.492607012032642,2.7458868563403795
0.2,real_esrgan,4,6,3.6266431158648977,3.6531244392816036,2.295067033684937,3.237636534684815
0.2,real_esrgan,4,7,3.535762806550119,3.599000808539257,2.208999129813952,3.4671309456868027
0.2,real_esrgan,5,0,5.875371159107081,6.996672839384379,3.8124461730568493,2.676529949497606
0.2,real_esrgan,5,1,5.045760422670378,5.312173394124962,3.404505351050336,2.080191990731907
0.2,real_esrgan,5,2,4.53068158523001,4.595089306353884,3.0789217023850437,2.7517093199062956
0.2,real_esrgan,5,3,4.140924907669566,4.149481585527986,2.6594977947262066,2.552790291719104
0.2,real_esrgan,5,4,3.9281577109710457,3.904390629734189,2.459481367840712,7.652464952532064
0.2,real_esrgan,5,5,3.717599174764232,3.715542798471247,2.4097073508114466,3.120473265594848
0.2,real_esrgan,5,6,3.582282235577466,3.6096147612406835,2.2619630555512367,3.1042220629238044
0.2,real_esrgan,5,7,3.399468594904026,3.5283788231977997,2.0875651971506075,2.85718042601577
0.2,real_esrgan,6,0,5.466125770281056,6.925583888933287,3.123866551628417,1.922784458587777
0.2,real_esrgan,6,1,4.667778025054491,5.114256111223057,3.0459111520111417,2.942637841903652
0.2,real_esrgan,6,2,4.2146081381285825,4.44939001546614,2.827765032454271,2.1293008445748876
0.2,real_esrgan,6,3,3.9383929863910767,4.003411407057594,2.542431317188565,2.5846579676740635
0.2,real_esrgan,6,4,3.722519748251531,3.8162078351691595,2.3738261373291363,2.640064413263172
0.2,real_esrgan,6,5,3.626390856218578,3.6395442756637792,2.2043857114958634,9.292062194816454
0.2,real_esrgan,6,6,3.4475605224436974,3.5629697665941666,2.073441372266487,5.554833227687974
0.2,real_esrgan,6,7,3.4092853581880735,3.4985159366867307,2.103638979032809,3.6846277684549107
0.2,real_esrgan,7,0,5.350849740233525,6.893534941693836,3.0435259522472164,1.7939891295753025
0.2,real_esrgan,7,1,4.455647635313542,5.093149709687681,2.708232204972412,2.4208258249610792
0.2,real_esrgan,7,2,4.070761736764418,4.380808632567987,2.6585965538870973,2.353958999043033
0.2,real_esrgan,7,3,3.7597009526040197,3.9266009028018107,2.357990348968513,2.294354618537045
0.2,real_esrgan,7,4,3.634174506153444,3.7261023824967845,2.208338793251972,2.631900493898118
0.2,real_esrgan,7,5,3.47076584477352,3.6401156867435067,2.081073597891858,3.436034151886076
0.2,real_esrgan,7,6,3.4354517114663325,3.5566989832341727,2.099260824526083,7.146845721152391
0.2,real_esrgan,7,7,3.26476129156583,3.5266720789782564,1.9616577178753414,2.893877648217293
0.2,jpeg_q50,0,0,4.1886360223388674,3.1986825426400998,3.5318749999999,0.0027346485182348323
0.2,jpeg_q50,0,1,3.600090857839948,2.697347722115202,3.072357112603204,0.8661420473312174
0.2,jpeg_q50,0,2,2.77568409979282,2.1297228763229232,2.345262931384451,1.1220182679867885
0.2,jpeg_q50,0,3,3.08231186832643,2.382111331280475,2.5586090300066298,2.17195134754061
0.2,jpeg_q50,0,4,3.344039489135744,2.6755232330088967,2.6304687500000434,14.576961043756969
0.2,jpeg_q50,0,5,3.526905708090713,2.809318212578268,2.806001375452056,4.004693848626781
0.2,jpeg_q50,0,6,4.103694684481142,3.5262773660703157,3.2576684167711516,5.213957394333841
0.2,jpeg_q50,0,7,4.0015584322893005,3.2751928537952693,3.1158810771655343,3.296329301322552
0.2,jpeg_q50,1,0,3.711544573596198,2.7415217527601135,3.145157225211173,0.6726148869087303
0.2,jpeg_q50,1,1,3.476296155037046,2.6127170360199927,2.9686165470535357,1.928713803905839
0.2,jpeg_q50,1,2,2.766351699608686,2.1363052111653578,2.344254928957021,1.5939501153537907
0.2,jpeg_q50,1,3,3.0554156246143505,2.3719164126187424,2.5227455589779026,2.6577628696146984
0.2,jpeg_q50,1,4,4.17841025149936,3.203794176467884,3.5198783998555214,0.7597798274591837
0.2,jpeg_q50,1,5,3.516397378428865,2.8303044577947336,2.74497086136303,3.6313644428201504
0.2,jpeg_q50,1,6,4.1332725139028454,3.5666695727990088,3.2147268030604392,2.4295010568252744
0.2,jpeg_q50,1,7,3.9360304544188454,3.300673301323045,3.0604871402813,5.7448104628431
0.2,jpeg_q50,2,0,3.036819065293617,2.3338286702593565,2.540075602181135,3.80549764574029
0.2,jpeg_q50,2,1,2.9747666341880934,2.3041700967072916,2.5415980040400012,3.4773181732410565
0.2,jpeg_q50,2,2,2.977567093001494,2.351273960232644,2.5269554089023294,1.2885028528153606
0.2,jpeg_q50,2,3,3.1584760068219406,2.541899821558745,2.65234718828921,3.992116652271994
0.2,jpeg_q50,2,4,3.5924592748676254,3.0171641005162204,2.9370062323096935,2.605383905650076
0.2,jpeg_q50,2,5,3.7549116714595825,3.192322378854394,2.920101283730443,3.537416736520094
0.2,jpeg_q50,2,6,4.509301479749743,4.066316508935339,3.2510062321014503,4.419419058772383
0.2,jpeg_q50,2,7,4.27923374579818,3.7401923735499993,3.2584944145825427,5.051224786619738
0.2,jpeg_q50,3,0,3.475225686703171,2.6510722507643076,2.9288383289233386,3.0156782697147717
0.2,jpeg_q50,3,1,3.3307373910494267,2.5674640340922767,2.8103717768676377,2.6159190526429423
0.2,jpeg_q50,3,2,3.125883518804033,2.520848090162728,2.6166531920514435,1.7847317813588344
0.2,jpeg_q50,3,3,3.3391285145847256,2.680306937503121,2.737600239922349,3.315774926820123
0.2,jpeg_q50,3,4,4.290873936715019,3.151918159934682,3.7162766898653246,10.216620299199622
0.2,jpeg_q50,3,5,3.848247736377922,3.2412105240853215,2.952347916980047,7.134894010699882
0.2,jpeg_q50,3,6,4.50873425762592,4.047166625798812,3.2915735004270132,3.181662318812018
0.2,jpeg_q50,3,7,4.273435913434856,3.760794943261936,3.1536897870386937,9.346881798144892
0.2,jpeg_q50,4,0,4.113770596313477,3.1798207749071064,3.48604687499999,5.560018235074391
0.2,jpeg_q50,4,1,4.999544337328306,3.692712239104119,4.148213686153365,0.9928848407700641
0.2,jpeg_q50,4,2,3.6058911759629897,3.0415231833933727,2.9340467151537144,2.291268137983594
0.2,jpeg_q50,4,3,4.032181212643375,3.140567162403958,3.2702668869937934,6.709640699531608
0.2,jpeg_q50,4,4,3.9489460369873033,3.4926280859916883,2.854609375000001,3.340638882911991
0.2,jpeg_q50,4,5,4.219217658836128,3.5881732012273893,3.1707492650963607,5.152991244753665
0.2,jpeg_q50,4,6,4.664498333262633,4.299800805832802,3.1928241064493683,3.1640512795071767
0.2,jpeg_q50,4,7,4.640113993238412,4.009344623194845,3.3880832222602413,6.2715147933773805
0.2,jpeg_q50,5,0,3.8534188631965685,2.9552943973106625,3.2284878150630405,8.014959976611479
0.2,jpeg_q50,5,1,3.7492668682621413,2.9201145447760934,3.0994038575323257,4.012566869632675
0.2,jpeg_q50,5,2,3.58487609107799,2.9819071100743115,2.9943206915513354,3.9902768383736373
0.2,jpeg_q50,5,3,3.7751093264422155,3.140400000333161,2.9451236658444353,4.805436734375611
0.2,jpeg_q50,5,4,4.3524342629854855,3.521562083097497,3.3814905687224637,6.4004894565727355
0.2,jpeg_q50,5,5,4.203058382323024,3.639922648922844,3.176782481733257,6.266020032693205
0.2,jpeg_q50,5,6,4.784635593324792,4.380400343252714,3.282958933645156,3.74467423116217
0.2,jpeg_q50,5,7,4.495545655131281,4.0668735880149125,3.163290460882477,5.298762449122421
0.2,jpeg_q50,6,0,3.352304676011435,2.7155685564212124,2.881578544521724,2.7183443275237136
0.2,jpeg_q50,6,1,3.4539218693815372,2.829679244647154,2.89397688051364,5.79482244777471
0.2,jpeg_q50,6,2,3.9381061207478614,3.3789690844231153,3.242612848933444,2.1736889368337664
0.2,jpeg_q50,6,3,4.127941792459461,3.5842708939493013,3.2385849440995416,3.197705210859943
0.2,jpeg_q50,6,4,4.662309901512305,4.250128368854775,3.3224039471772953,2.474626459541515
0.2,jpeg_q50,6,5,4.664548722925351,4.218370721071621,3.3787412321363854,24.62699789111803
0.2,jpeg_q50,6,6,5.028722302849477,4.867056428146469,3.17554431544895,2.450366894030387
0.2,jpeg_q50,6,7,4.894599070422775,4.584661470286009,3.1502341629866737,6.632232663820502
0.2,jpeg_q50,7,0,3.514832197034678,2.7315057624979584,2.9749348939176596,3.5920843182871205
0.2,jpeg_q50,7,1,3.525924002098107,2.8127143646612556,2.9462191725853932,5.53617196106773
0.2,jpeg_q50,7,2,3.844126005335633,3.2177360446030536,3.1826836849029063,3.5060597938501017
0.2,jpeg_q50,7,3,3.9642749243736977,3.3892822848018427,3.1208791511774647,4.061499646810539
0.2,jpeg_q50,7,4,4.735682479718575,3.93916081996472,3.5117722820055324,7.420294691179962
0.2,jpeg_q50,7,5,4.452298521215237,4.024397654038337,3.2056068825596,5.316707976548929
0.2,jpeg_q50,7,6,4.911237414164365,4.6377760847845755,3.2286666646857034,11.265778016443686
0.2,jpeg_q50,7,7,4.689361184414596,4.422015723510418,3.127923639364144,5.696012117557412
0.3,real_esrgan,0,0,53.25074480590823,35.13218049680335,45.22709375000011,0.03904067975867805
0.3,real_esrgan,0,1,11.061911194132549,10.352897772071195,7.760442621259843,1.4039740534001404
0.3,real_esrgan,0,2,8.47348459243266,8.286175392645692,5.886303429604373,1.7256507950456352
0.3,real_esrgan,0,3,7.066871868947095,7.456315869232684,4.638715048874157,1.7877604819787145
0.3,real_esrgan,0,4,6.231905816650391,6.887696168383108,3.887500000000069,3.919388590491465
0.3,real_esrgan,0,5,5.480510863183512,6.556799508281056,3.2714511950211973,2.062109004195194
0.3,real_esrgan,0,6,5.035595404596862,6.233887158450631,2.8892216359116305,3.474768023250044
0.3,real_esrgan,0,7,4.802400411033322,5.962479288225289,2.7969426209352646,2.304822799289948
0.3,real_esrgan,1,0,11.893305667776392,11.436979098985102,8.353369706375599,1.3819533057929312
0.3,real_esrgan,1,1,8.060082263123478,7.359345594759103,5.727658137342257,2.546909488548019
0.3,real_esrgan,1,2,6.786122639701323,6.23375519513544,4.8474105335790565,1.8361488277029492
0.3,real_esrgan,1,3,5.8483332478212535,5.582217159448367,4.238125986759162,1.9863169604444024
0.3,real_esrgan,1,4,11.256994983703837,7.573356013736291,10.452920838138612,2.5856926562103535
0.3,real_esrgan,1,5,4.660792362463767,4.716537135366619,3.0519944234902905,2.0970689816797017
0.3,real_esrgan,1,6,4.2873711025785495,4.460057070151569,2.7674294638726797,2.3295095158234003
0.3,real_esrgan,1,7,4.027403806398164,4.3737835140984656,2.5185859623363784,3.313089363707803
0.3,real_esrgan,2,0,8.812845139016593,8.900976764725423,6.263586685990676,4.4000809624847905
0.3,real_esrgan,2,1,6.921127263573103,6.458831949126322,5.113377111041262,2.292001799292005
0.3,real_esrgan,2,2,6.029932051939579,5.656393368108593,4.217971462813865,1.6771995181775432
0.3,real_esrgan,2,3,5.275741524086067,4.988525566812156,3.6374544425225044,1.858301084734623
0.3,real_esrgan,2,4,4.789547466924922,4.6192607387851545,3.1452114284044628,22.091230915634114
0.3,real_esrgan,2,5,4.310301175676063,4.22919101272756,2.759577286149528,3.9982588700679162
0.3,real_esrgan,2,6,3.9542686739056463,4.01123199626961,2.46809042899917,3.0868818675128256
0.3,real_esrgan,2,7,3.826675509452542,3.9387794174226856,2.420267210128638,2.7380340545317483
0.3,real_esrgan,3,0,7.42403251749062,8.05603736566704,5.037147227848553,1.7698380903635134
0.3,real_esrgan,3,1,6.142255074529701,5.947865083940222,4.4253301514485255,1.6611667468881561
0.3,real_esrgan,3,2,5.386590507413875,5.148610776696992,3.756617881802975,1.6706698654314887
0.3,real_esrgan,3,3,4.869792223119805,4.650651935160319,3.2400944702659737,1.7097431644338557
0.3,real_esrgan,3,4,4.48906340739657,4.368116022779778,2.8688900319348143,2.650659154440614
0.3,real_esrgan,3,5,4.043886635808253,4.012869432801527,2.5933855886903947,2.8184962597687244
0.3,real_esrgan,3,6,3.786546428658737,3.776202435599344,2.4012915250520717,3.6506870315074815
0.3,real_esrgan,3,7,3.603468372820192,3.7318946453396067,2.258408647414248,3.196665550844578
0.3,real_esrgan,4,0,6.649346185302734,7.511377704169514,4.467671875000023,2.3124498340224413
0.3,real_esrgan,4,1,10.968214152811285,7.5938442804773,9.552749331899985,1.8969035537448296
0.3,real_esrgan,4,2,4.973164682130096,4.832317587861115,3.4369302510117237,2.819530517106349
0.3,real_esrgan,4,3,4.5700579144552735,4.425181091932255,3.0096585113006937,2.5667679727173107
0.3,real_esrgan,4,4,4.200922360839842,4.120094638955238,2.693359374999969,7.526411971974462
0.3,real_esrgan,4,5,3.9228580444481738,3.8976980672427426,2.4909707260490555,2.649552083692185
0.3,real_esrgan,4,6,3.6293840798239336,3.653806534950787,2.299101387462958,2.8267136556049595
0.3,real_esrgan,4,7,3.5365826331726478,3.5977805976912065,2.190989582282863,3.0044828509001316
0.3,real_esrgan,5,0,5.876466773577135,6.996923399064246,3.812224117345745,1.987114080347507
0.3,real_esrgan,5,1,5.052602978522586,5.313844216705428,3.4074622603777485,2.0724830133224135
0.3,real_esrgan,5,2,4.530393110577037,4.594163964072481,3.046346393993824,2.798444706686622
0.3,real_esrgan,5,3,4.142738891698645,4.148645806944069,2.641558893252478,2.5513538894382357
0.3,real_esrgan,5,4,3.9296036853277148,3.9040248498517918,2.4750399264223004,3.164795915345627
0.3,real_esrgan,5,5,3.7196617526316427,3.716226744528084,2.4117062995645195,3.1208752313597783
0.3,real_esrgan,5,6,3.581773563580424,3.6084209991330045,2.239421213227856,3.4325900701328913
0.3,real_esrgan,5,7,3.3999669409938194,3.527799645591371,2.081784258558666,2.8715080388782184
0.3,real_esrgan,6,0,5.467263812008738,6.92439979498624,3.124621341935228,1.911866301412195
0.3,real_esrgan,6,1,4.6710521087540195,5.113345707873483,3.0376956555440944,3.620207465394935
0.3,real_esrgan,6,2,4.216389104163852,4.447540870065757,2.8208172272512586,2.14044515142639
0.3,real_esrgan,6,3,3.938952109969069,4.001551331979886,2.5340877449348027,2.223744075140466
0.3,real_esrgan,6,4,3.7238816092466775,3.815424566743737,2.3557565993256198,2.609732649618033
0.3,real_esrgan,6,5,3.6260142655176923,3.6396360205336684,2.2072070425598427,3.739282044818135
0.3,real_esrgan,6,6,3.44742068686839,3.5613192408872707,2.085762425576218,5.588887342103484
0.3,real_esrgan,6,7,3.40870728766251,3.4987639357859774,2.0955372725916352,3.4868208187803247
0.3,real_esrgan,7,0,5.349625225703493,6.891383730622856,3.0716204520366808,1.941552116503228
0.3,real_esrgan,7,1,4.455242596487319,5.091478580924781,2.728417784599944,2.372454110316964
0.3,real_esrgan,7,2,4.071178275793279,4.377846266359912,2.641120871316011,2.458578093305349
0.3,real_esrgan,7,3,3.7613327549682163,3.9229027832351537,2.3707037172554495,2.312957083178799
0.3,real_esrgan,7,4,3.63433990726675,3.7255311296582847,2.212345681261095,2.3267499035786314
0.3,real_esrgan,7,5,3.471268914595653,3.6413445377885143,2.083034195245858,3.5024926801315455
0.3,real_esrgan,7,6,3.4342603536276597,3.553693819727075,2.097106152462049,3.617777223155826
0.3,real_esrgan,7,7,3.265233999934744,3.52664569703601,1.9561600321371673,2.9317810103280784
0.3,jpeg_q50,0,0,4.189720197753909,3.2000692671874624,3.521515625000177,0.0027350001448134226
0.3,jpeg_q50,0,1,3.6004667586548886,2.6954457006972636,3.075793343342376,0.78011555907311
0.3,jpeg_q50,0,2,2.7798963254313827,2.1328150708177227,2.3406396955405384,1.186514602984495
0.3,jpeg_q50,0,3,3.080571165232721,2.3807579705367234,2.536029814450871,2.2347066002274545
0.3,jpeg_q50,0,4,3.346548690185549,2.6838285063691307,2.63262499999998,14.579100398974294
0.3,jpeg_q50,0,5,3.527036152927418,2.814546990126379,2.773833164214551,3.9197622850938307
0.3,jpeg_q50,0,6,4.110410751121187,3.5271399888474537,3.258218352237865,5.222707997137185
0.3,jpeg_q50,0,7,4.005573635840691,3.273731695139934,3.082085409832578,3.2560059277293583
0.3,jpeg_q50,1,0,3.7071384298349117,2.745446996141541,3.157846804262977,0.7326902624509433
0.3,jpeg_q50,1,1,3.470839764486186,2.609893620346398,2.9642275052287186,1.9968883829512885
0.3,jpeg_q50,1,2,2.765872499641915,2.1349202206337523,2.3593821339790866,1.5667067274714916
0.3,jpeg_q50,1,3,3.052318845262899,2.367683122407061,2.523942912578428,2.6491336302773165
0.3,jpeg_q50,1,4,4.210462622519552,3.2293764384951125,3.558111617019983,1.8914027592947593
0.3,jpeg_q50,1,5,3.518519443605157,2.824337847062805,2.7510870646696137,3.7673594276711384
0.3,jpeg_q50,1,6,4.129502358794247,3.5635963234109997,3.2332504735373684,2.5680082532243165
0.3,jpeg_q50,1,7,3.93727454490063,3.299031774558888,3.046771303818833,6.928603432572531
0.3,jpeg_q50,2,0,3.0411287063320804,2.335659290642092,2.565344566422305,4.037463350573161
0.3,jpeg_q50,2,1,2.9721887566135248,2.300066834248498,2.5100455534781516,1.3367626389313738
0.3,jpeg_q50,2,2,2.9785844558200187,2.3508786336053435,2.5238917960479466,1.3046035735669386
0.3,jpeg_q50,2,3,3.1559582911789916,2.5447259960809347,2.6253330962277293,2.6594444528778407
0.3,jpeg_q50,2,4,3.5967741022758974,3.0148240393122294,2.8873253824059724,2.5714294342124946
0.3,jpeg_q50,2,5,3.7569293859725432,3.191367304009064,2.9245935508571916,4.161447171696478
0.3,jpeg_q50,2,6,4.512877590359565,4.071024030512279,3.221655029817284,4.343831637269341
0.3,jpeg_q50,2,7,4.2812921542007585,3.739152425931954,3.2524088160222684,5.293105756664233
0.3,jpeg_q50,3,0,3.47005460685883,2.6571832282544756,2.895326330336942,2.079160706407557
0.3,jpeg_q50,3,1,3.3288828444912095,2.560931386993798,2.7930604440992504,2.6284560812610636
0.3,jpeg_q50,3,2,3.127427731186283,2.5201799139110186,2.6361063611642255,1.9468563181695058
0.3,jpeg_q50,3,3,3.3468498820448276,2.682428061812035,2.7423009955206212,3.341975351701771
0.3,jpeg_q50,3,4,4.301317630560631,3.1516858628344107,3.7052828918824448,9.602999460355877
0.3,jpeg_q50,3,5,3.8484902404456376,3.2381874080091166,2.957318560348227,7.209183830937672
0.3,jpeg_q50,3,6,4.510205139988826,4.051021296064139,3.293078090666598,3.965721817198869
0.3,jpeg_q50,3,7,4.27627276057964,3.7585861325773458,3.1710607209470405,9.415574702374885
0.3,jpeg_q50,4,0,4.125599628906247,3.1886775528684734,3.487828124999983,5.515631234997707
0.3,jpeg_q50,4,1,5.027375705355552,3.7123926900272592,4.187631943986463,1.0075458929445926
0.3,jpeg_q50,4,2,3.610938726074716,3.0430087021864085,2.9145693057393434,2.3558725895174932
0.3,jpeg_q50,4,3,4.028650943403091,3.1402131723722193,3.266399483567618,6.120476275822467
0.3,jpeg_q50,4,4,3.9499307922363247,3.4893674046013086,2.849749999999978,3.462824182728881
0.3,jpeg_q50,4,5,4.221381219481616,3.586848578663752,3.213410133027578,4.9563777179031625
0.3,jpeg_q50,4,6,4.668270580381049,4.300278680115755,3.1749978942823,2.317393581338529
0.3,jpeg_q50,4,7,4.643334380511707,4.014546419680038,3.378475490440002,6.0528435155769555
0.3,jpeg_q50,5,0,3.8620011113424284,2.9693939712578192,3.224101966087828,9.204599424064773
0.3,jpeg_q50,5,1,3.7500215726435173,2.924201596314652,3.08522720861924,4.106602149807832
0.3,jpeg_q50,5,2,3.588085582369643,2.9819302777275993,2.935042915254839,4.427700810827792
0.3,jpeg_q50,5,3,3.776049341663472,3.141718992282138,2.930566041028925,4.792687300363616
0.3,jpeg_q50,5,4,4.360017761255558,3.527706473633895,3.396735341690521,6.206950317735786
0.3,jpeg_q50,5,5,4.203768556247976,3.6438658105899937,3.1409523959991645,6.186739907038042
0.3,jpeg_q50,5,6,4.7780238913489645,4.376598054108978,3.3087468486387035,4.275156879631144
0.3,jpeg_q50,5,7,4.494293835124295,4.067093873401301,3.1470096528527804,5.347174105421608
0.3,jpeg_q50,6,0,3.3493802317191115,2.7159780042717654,2.8498598088560008,2.7097892355963746
0.3,jpeg_q50,6,1,3.45511263290381,2.832965698199741,2.8508742767100737,6.578046053896365
0.3,jpeg_q50,6,2,3.936649496929939,3.375809804212853,3.2027164231833343,2.1741889878797718
0.3,jpeg_q50,6,3,4.124425962423788,3.5785382000285137,3.1845456000990824,3.185704315856035
0.3,jpeg_q50,6,4,4.655181813693784,4.2505698098553815,3.344160064912553,2.4616936047951725
0.3,jpeg_q50,6,5,4.666894026696437,4.222545374421416,3.31016251776186,6.481923544826641
0.3,jpeg_q50,6,6,5.029144048472321,4.860199401802041,3.1990739504919974,2.441702264466624
0.3,jpeg_q50,6,7,4.898378695619347,4.583534938035098,3.186343994874065,4.606077053172051
0.3,jpeg_q50,7,0,3.5235174885850142,2.7351447792161885,3.01674114693407,4.528147803653725
0.3,jpeg_q50,7,1,3.522233639430208,2.8099207711301246,2.953549763753803,5.640769034634177
0.3,jpeg_q50,7,2,3.841357628415812,3.2181683884213292,3.2079260602417143,4.0837084318995815
0.3,jpeg_q50,7,3,3.964072708232656,3.3869361335507944,3.132772256936379,4.098907208401961
0.3,jpeg_q50,7,4,4.7381115999166825,3.9367034248858483,3.542119177933245,8.128560417087378
0.3,jpeg_q50,7,5,4.449851395493279,4.021450427012763,3.1915988226505467,5.309943852259672
0.3,jpeg_q50,7,6,4.919544037318231,4.6444603147925845,3.200458607627085,4.355406315643722
0.3,jpeg_q50,7,7,4.690709154991015,4.425069392634245,3.186770431999136,5.986691568608333
